House_ID,Community_Name,Region,Current_Overcrowding_Index,Last_Refurbished_Date,Asset_Condition_Score
HSG-01234,Pia Wadjari,Mid West,3,2026-02-15,6
HSG-01235,Burringurrah,Gascoyne,7,2020-05-13,5
HSG-01236,Carnarvon Reserve,Gascoyne,7,2020-06-19,10
HSG-01237,Bidyadanga,Kimberley,3,2006-07-03,3
HSG-01238,Beagle Bay,Kimberley,6,2024-01-09,7
HSG-01239,Pia Wadjari,Mid West,4,2013-11-06,8
HSG-01240,Carnarvon Reserve,Gascoyne,2,2025-06-03,7
HSG-01241,Ardyaloon,Kimberley,4,2016-08-18,9
HSG-01242,Burringurrah,Gascoyne,9,2003-01-14,4
HSG-01243,Jigalong,Pilbara,4,2011-11-08,7
HSG-01244,Carnarvon Reserve,Gascoyne,4,2018-03-03,5
HSG-01245,Yulga Jinna,Mid West,5,2010-08-20,2
HSG-01246,Kalumburu,Kimberley,5,2004-12-11,4
HSG-01247,Kalumburu,Kimberley,4,2017-08-29,8
HSG-01248,Burringurrah,Gascoyne,2,2011-11-21,7
HSG-01249,Burringurrah,Gascoyne,4,2018-12-09,5
HSG-01250,Yulga Jinna,Mid West,7,2011-08-06,6
HSG-01251,Warmun,Kimberley,6,2023-01-18,7
HSG-01252,Warmun,Kimberley,4,2006-06-22,4
HSG-01253,Cheeditha,Pilbara,3,2000-12-06,4
HSG-01254,Carnarvon Reserve,Gascoyne,10,2018-01-24,8
HSG-01255,Coonana,Goldfields,2,2001-06-25,3
HSG-01256,Coonana,Goldfields,6,2020-09-29,6
HSG-01257,Tjuntjuntjara,Goldfields,6,2019-08-11,5
HSG-01258,Coonana,Goldfields,5,2019-09-18,6
HSG-01259,Jigalong,Pilbara,5,2007-01-19,2
HSG-01260,Jigalong,Pilbara,4,2008-01-27,4
HSG-01261,Burringurrah,Gascoyne,5,2022-04-06,10
HSG-01262,Ardyaloon,Kimberley,6,2010-07-23,5
HSG-01263,Kalumburu,Kimberley,7,2024-09-25,6
HSG-01264,Wongatha Wonganarra,Goldfields,6,2015-09-22,7
HSG-01265,Burringurrah,Gascoyne,10,1999-03-04,3
HSG-01266,Burringurrah,Gascoyne,6,2002-02-11,4
HSG-01267,Carnarvon Reserve,Gascoyne,6,2012-09-05,4
HSG-01268,Pia Wadjari,Mid West,4,2024-09-14,5
HSG-01269,Tjuntjuntjara,Goldfields,7,2020-10-08,7
HSG-01270,Kalumburu,Kimberley,2,2011-12-23,6
HSG-01271,Ardyaloon,Kimberley,3,2007-11-21,3
HSG-01272,Carnarvon Reserve,Gascoyne,5,2015-11-28,5
HSG-01273,Burringurrah,Gascoyne,10,2020-08-23,6
HSG-01274,Coonana,Goldfields,2,2005-10-05,4
HSG-01275,Burringurrah,Gascoyne,7,2015-02-27,9
HSG-01276,Pia Wadjari,Mid West,2,2007-11-01,2
HSG-01277,Tjuntjuntjara,Goldfields,9,2014-01-09,6
HSG-01278,Mungullah,Mid West,3,2021-08-09,6
HSG-01279,Yandeyarra,Pilbara,1,2018-01-31,6
HSG-01280,Burringurrah,Gascoyne,6,2014-02-21,7
HSG-01281,Jigalong,Pilbara,3,2011-05-29,6
HSG-01282,Wakathuni,Pilbara,3,2011-03-26,6
HSG-01283,Burringurrah,Gascoyne,3,2010-12-31,5
HSG-01284,Wongatha Wonganarra,Goldfields,3,2024-11-07,7
HSG-01285,Beagle Bay,Kimberley,7,2025-02-08,5
HSG-01286,Tjuntjuntjara,Goldfields,5,2010-10-15,3
HSG-01287,Tjuntjuntjara,Goldfields,4,2014-11-29,5
HSG-01288,Burringurrah,Gascoyne,10,2003-05-25,3
HSG-01289,Mungullah,Mid West,8,2014-06-19,7
HSG-01290,Carnarvon Reserve,Gascoyne,6,2021-01-05,9
HSG-01291,Tjuntjuntjara,Goldfields,6,2010-10-17,6
HSG-01292,Warmun,Kimberley,5,2016-10-06,8
HSG-01293,Jigalong,Pilbara,7,2003-11-01,4
HSG-01294,Burringurrah,Gascoyne,2,2024-04-19,5
HSG-01295,Cheeditha,Pilbara,3,2018-12-22,5
HSG-01296,Wongatha Wonganarra,Goldfields,8,2016-06-02,5
HSG-01297,Wongatha Wonganarra,Goldfields,5,2014-01-14,6
HSG-01298,Pia Wadjari,Mid West,7,1995-09-13,1
HSG-01299,Pia Wadjari,Mid West,4,2021-02-25,6
HSG-01300,Beagle Bay,Kimberley,8,2018-06-27,5
HSG-01301,Wongatha Wonganarra,Goldfields,1,2024-02-12,7
HSG-01302,Wakathuni,Pilbara,4,2011-04-15,3
HSG-01303,Warmun,Kimberley,4,2025-05-16,5
HSG-01304,Yulga Jinna,Mid West,4,2012-04-09,2
HSG-01305,Wongatha Wonganarra,Goldfields,7,2022-04-17,8
HSG-01306,Pia Wadjari,Mid West,6,2007-01-28,3
HSG-01307,Tjuntjuntjara,Goldfields,5,2022-03-24,5
HSG-01308,Carnarvon Reserve,Gascoyne,6,2026-05-12,7
HSG-01309,Tjuntjuntjara,Goldfields,3,2010-10-06,6
HSG-01310,Burringurrah,Gascoyne,6,2012-03-24,8
HSG-01311,Carnarvon Reserve,Gascoyne,7,2011-07-14,7
HSG-01312,Burringurrah,Gascoyne,5,2016-12-05,8
HSG-01313,Yulga Jinna,Mid West,6,2007-04-19,4
HSG-01314,Pia Wadjari,Mid West,8,2014-11-02,7
HSG-01315,Coonana,Goldfields,4,2017-05-26,5
HSG-01316,Kalumburu,Kimberley,6,2021-12-05,6
HSG-01317,Tjuntjuntjara,Goldfields,5,2025-06-11,6
HSG-01318,Pia Wadjari,Mid West,9,2017-05-27,7
HSG-01319,Pia Wadjari,Mid West,5,2019-05-28,7
HSG-01320,Burringurrah,Gascoyne,3,2019-11-02,6
HSG-01321,Burringurrah,Gascoyne,9,2014-01-25,5
HSG-01322,Wakathuni,Pilbara,3,2002-02-12,4
HSG-01323,Coonana,Goldfields,3,2000-07-19,4
HSG-01324,Cheeditha,Pilbara,4,2004-07-06,3
HSG-01325,Burringurrah,Gascoyne,5,2013-02-25,7
HSG-01326,Beagle Bay,Kimberley,3,2022-01-02,8
HSG-01327,Warmun,Kimberley,6,2012-01-14,7
HSG-01328,Burringurrah,Gascoyne,4,2019-12-18,7
HSG-01329,Beagle Bay,Kimberley,3,2024-08-29,7
HSG-01330,Beagle Bay,Kimberley,5,2023-01-06,6
HSG-01331,Coonana,Goldfields,2,2000-05-31,4
HSG-01332,Yandeyarra,Pilbara,6,2010-05-26,4
HSG-01333,Mungullah,Mid West,6,2003-11-01,3
HSG-01334,Tjuntjuntjara,Goldfields,7,2002-10-10,3
HSG-01335,Bidyadanga,Kimberley,6,2024-03-16,7
HSG-01336,Bidyadanga,Kimberley,3,2014-04-26,7
HSG-01337,Burringurrah,Gascoyne,6,2021-02-21,5
HSG-01338,Tjuntjuntjara,Goldfields,3,2014-03-31,2
HSG-01339,Wakathuni,Pilbara,6,2000-01-30,3
HSG-01340,Beagle Bay,Kimberley,5,2012-04-14,5
HSG-01341,Carnarvon Reserve,Gascoyne,6,2010-11-15,5
HSG-01342,Tjuntjuntjara,Goldfields,4,2020-07-12,7
HSG-01343,Kalumburu,Kimberley,6,2023-01-21,6
HSG-01344,Yulga Jinna,Mid West,6,2005-02-22,3
HSG-01345,Coonana,Goldfields,7,2020-04-03,7
HSG-01346,Wakathuni,Pilbara,3,2016-05-24,5
HSG-01347,Cheeditha,Pilbara,5,2022-11-09,5
HSG-01348,Yandeyarra,Pilbara,6,2024-08-05,8
HSG-01349,Yulga Jinna,Mid West,7,2009-11-24,3
HSG-01350,Beagle Bay,Kimberley,6,2020-09-17,8
HSG-01351,Kalumburu,Kimberley,6,2015-07-16,7
HSG-01352,Ardyaloon,Kimberley,9,2014-07-06,7
HSG-01353,Yandeyarra,Pilbara,6,2021-09-23,7
HSG-01354,Cheeditha,Pilbara,5,2014-10-20,6
HSG-01355,Yandeyarra,Pilbara,4,2013-11-30,8
HSG-01356,Cheeditha,Pilbara,3,2024-09-23,8
HSG-01357,Yulga Jinna,Mid West,6,2004-08-30,3
HSG-01358,Mungullah,Mid West,6,1996-03-02,2
HSG-01359,Burringurrah,Gascoyne,6,2015-10-05,7
HSG-01360,Wongatha Wonganarra,Goldfields,4,2021-04-25,6
HSG-01361,Carnarvon Reserve,Gascoyne,9,2012-01-02,5
HSG-01362,Wongatha Wonganarra,Goldfields,3,2014-10-12,8
HSG-01363,Kalumburu,Kimberley,9,2014-02-27,6
HSG-01364,Kalumburu,Kimberley,7,2014-07-19,8
HSG-01365,Cheeditha,Pilbara,3,2023-06-27,5
HSG-01366,Burringurrah,Gascoyne,8,2019-09-05,9
HSG-01367,Yulga Jinna,Mid West,6,2009-07-24,4
HSG-01368,Tjuntjuntjara,Goldfields,9,2012-07-08,5
HSG-01369,Coonana,Goldfields,4,2022-09-05,6
HSG-01370,Ardyaloon,Kimberley,8,2022-02-28,7
HSG-01371,Beagle Bay,Kimberley,6,2022-09-24,6
HSG-01372,Yandeyarra,Pilbara,5,2024-08-10,7
HSG-01373,Yulga Jinna,Mid West,1,2010-09-06,5
HSG-01374,Burringurrah,Gascoyne,6,2012-11-26,3
HSG-01375,Yandeyarra,Pilbara,6,2026-02-12,5
HSG-01376,Mungullah,Mid West,9,2011-07-10,8
HSG-01377,Bidyadanga,Kimberley,4,2012-11-25,5
HSG-01378,Kalumburu,Kimberley,5,2017-09-03,5
HSG-01379,Ardyaloon,Kimberley,5,2005-04-25,4
HSG-01380,Yandeyarra,Pilbara,3,2023-02-01,7
HSG-01381,Burringurrah,Gascoyne,6,2008-02-25,4
HSG-01382,Carnarvon Reserve,Gascoyne,7,1995-07-21,4
HSG-01383,Wakathuni,Pilbara,6,2022-07-08,7
HSG-01384,Burringurrah,Gascoyne,5,2011-06-08,6
HSG-01385,Mungullah,Mid West,4,2021-02-27,5
HSG-01386,Burringurrah,Gascoyne,5,1997-12-15,4
HSG-01387,Wakathuni,Pilbara,5,2002-12-25,3
HSG-01388,Burringurrah,Gascoyne,4,2014-11-02,5
HSG-01389,Yulga Jinna,Mid West,4,2015-07-25,5
HSG-01390,Jigalong,Pilbara,5,2013-08-24,6
HSG-01391,Tjuntjuntjara,Goldfields,7,1999-10-19,4
HSG-01392,Mungullah,Mid West,2,2013-01-07,4
HSG-01393,Carnarvon Reserve,Gascoyne,4,2021-12-27,5
HSG-01394,Bidyadanga,Kimberley,3,2007-02-14,3
HSG-01395,Coonana,Goldfields,4,2017-08-21,6
HSG-01396,Carnarvon Reserve,Gascoyne,6,2011-05-14,4
HSG-01397,Pia Wadjari,Mid West,4,2010-03-24,4
HSG-01398,Tjuntjuntjara,Goldfields,5,1996-01-30,4
HSG-01399,Cheeditha,Pilbara,6,2005-04-17,2
HSG-01400,Burringurrah,Gascoyne,4,2020-04-21,6
HSG-01401,Tjuntjuntjara,Goldfields,5,2020-09-23,10
HSG-01402,Carnarvon Reserve,Gascoyne,6,2005-05-15,4
HSG-01403,Burringurrah,Gascoyne,5,2012-05-04,2
HSG-01404,Tjuntjuntjara,Goldfields,5,2000-11-03,4
HSG-01405,Beagle Bay,Kimberley,7,2025-07-09,5
HSG-01406,Mungullah,Mid West,5,2004-09-08,4
HSG-01407,Bidyadanga,Kimberley,9,2021-12-14,5
HSG-01408,Carnarvon Reserve,Gascoyne,9,2022-05-05,7
HSG-01409,Pia Wadjari,Mid West,6,2024-02-06,6
HSG-01410,Pia Wadjari,Mid West,6,2002-03-21,2
HSG-01411,Cheeditha,Pilbara,4,2023-09-29,7
HSG-01412,Carnarvon Reserve,Gascoyne,5,1996-11-13,3
HSG-01413,Coonana,Goldfields,5,2013-09-18,9
HSG-01414,Yulga Jinna,Mid West,8,2022-03-22,5
HSG-01415,Yulga Jinna,Mid West,7,2019-09-24,5
HSG-01416,Yulga Jinna,Mid West,1,1996-02-26,4
HSG-01417,Carnarvon Reserve,Gascoyne,8,2019-04-25,5
HSG-01418,Tjuntjuntjara,Goldfields,4,2015-06-16,5
HSG-01419,Carnarvon Reserve,Gascoyne,9,2022-06-21,8
HSG-01420,Pia Wadjari,Mid West,10,2014-12-05,5
HSG-01421,Cheeditha,Pilbara,6,2002-08-04,3
HSG-01422,Bidyadanga,Kimberley,8,2008-12-05,3
HSG-01423,Burringurrah,Gascoyne,5,2009-10-20,4
HSG-01424,Beagle Bay,Kimberley,4,2007-06-18,4
HSG-01425,Coonana,Goldfields,4,2024-04-02,5
HSG-01426,Beagle Bay,Kimberley,4,2022-01-03,7
HSG-01427,Bidyadanga,Kimberley,3,2022-12-25,6
HSG-01428,Pia Wadjari,Mid West,8,2025-12-11,5
HSG-01429,Jigalong,Pilbara,3,2019-08-25,5
HSG-01430,Burringurrah,Gascoyne,8,2010-07-19,6
HSG-01431,Yandeyarra,Pilbara,4,2013-08-07,6
HSG-01432,Carnarvon Reserve,Gascoyne,3,2018-03-05,7
HSG-01433,Bidyadanga,Kimberley,6,2019-06-09,5
HSG-01434,Burringurrah,Gascoyne,3,2012-10-06,4
HSG-01435,Ardyaloon,Kimberley,6,2013-06-28,8
HSG-01436,Wongatha Wonganarra,Goldfields,4,2015-04-07,6
HSG-01437,Bidyadanga,Kimberley,1,2002-02-06,4
HSG-01438,Yulga Jinna,Mid West,5,2010-12-23,4
HSG-01439,Yulga Jinna,Mid West,3,1997-04-21,4
HSG-01440,Jigalong,Pilbara,6,2011-08-19,5
HSG-01441,Ardyaloon,Kimberley,1,2006-09-05,2
HSG-01442,Tjuntjuntjara,Goldfields,4,2010-11-13,6
HSG-01443,Yandeyarra,Pilbara,1,2014-06-16,5
HSG-01444,Tjuntjuntjara,Goldfields,4,2017-01-31,8
HSG-01445,Burringurrah,Gascoyne,4,2024-07-13,6
HSG-01446,Tjuntjuntjara,Goldfields,5,2013-08-21,2
HSG-01447,Coonana,Goldfields,7,2021-12-07,6
HSG-01448,Yulga Jinna,Mid West,6,2022-04-16,10
HSG-01449,Yulga Jinna,Mid West,1,2018-10-30,9
HSG-01450,Jigalong,Pilbara,4,2012-12-24,6
HSG-01451,Burringurrah,Gascoyne,5,2011-08-29,5
HSG-01452,Jigalong,Pilbara,4,2021-08-06,6
HSG-01453,Carnarvon Reserve,Gascoyne,2,2021-12-23,7
HSG-01454,Carnarvon Reserve,Gascoyne,4,2001-03-22,3
HSG-01455,Carnarvon Reserve,Gascoyne,4,2016-04-27,8
HSG-01456,Carnarvon Reserve,Gascoyne,4,2020-12-19,6
HSG-01457,Yandeyarra,Pilbara,3,2015-11-02,7
HSG-01458,Pia Wadjari,Mid West,7,2011-07-11,9
HSG-01459,Coonana,Goldfields,5,2020-04-06,7
HSG-01460,Jigalong,Pilbara,5,2025-07-20,8
HSG-01461,Burringurrah,Gascoyne,3,2018-07-30,7
HSG-01462,Jigalong,Pilbara,5,2025-11-27,5
HSG-01463,Warmun,Kimberley,5,2021-09-15,6
HSG-01464,Burringurrah,Gascoyne,5,2015-02-27,6
HSG-01465,Pia Wadjari,Mid West,8,2011-03-24,7
HSG-01466,Jigalong,Pilbara,7,2019-05-15,5
HSG-01467,Mungullah,Mid West,3,2017-11-01,7
HSG-01468,Jigalong,Pilbara,7,2020-04-27,8
HSG-01469,Wakathuni,Pilbara,4,2010-06-15,5
HSG-01470,Tjuntjuntjara,Goldfields,1,2018-10-25,5
HSG-01471,Mungullah,Mid West,7,2013-12-23,5
HSG-01472,Yulga Jinna,Mid West,6,2024-09-05,5
HSG-01473,Warmun,Kimberley,6,2000-05-14,3
HSG-01474,Wakathuni,Pilbara,5,2012-08-20,1
HSG-01475,Yulga Jinna,Mid West,5,2013-02-24,3
HSG-01476,Tjuntjuntjara,Goldfields,8,2013-12-28,7
HSG-01477,Tjuntjuntjara,Goldfields,6,2020-10-26,8
HSG-01478,Wongatha Wonganarra,Goldfields,3,2024-06-10,9
HSG-01479,Carnarvon Reserve,Gascoyne,7,2011-07-07,5
HSG-01480,Mungullah,Mid West,7,1998-04-09,4
HSG-01481,Jigalong,Pilbara,3,2001-11-05,4
HSG-01482,Tjuntjuntjara,Goldfields,4,2014-03-02,4
HSG-01483,Yulga Jinna,Mid West,8,2019-10-11,5
HSG-01484,Bidyadanga,Kimberley,6,2003-06-15,4
HSG-01485,Yandeyarra,Pilbara,1,2024-04-01,6
HSG-01486,Yulga Jinna,Mid West,1,2015-04-19,5
HSG-01487,Burringurrah,Gascoyne,2,2020-11-18,9
HSG-01488,Burringurrah,Gascoyne,7,2025-03-03,6
HSG-01489,Wongatha Wonganarra,Goldfields,8,2010-03-11,4
HSG-01490,Jigalong,Pilbara,6,2024-10-27,6
HSG-01491,Tjuntjuntjara,Goldfields,6,2012-01-06,8
HSG-01492,Yandeyarra,Pilbara,7,2022-02-16,6
HSG-01493,Kalumburu,Kimberley,1,2006-05-28,4
HSG-01494,Pia Wadjari,Mid West,5,2010-08-28,6
HSG-01495,Kalumburu,Kimberley,3,2011-02-01,10
HSG-01496,Wakathuni,Pilbara,8,2011-11-05,7
HSG-01497,Mungullah,Mid West,5,2026-01-24,5
HSG-01498,Burringurrah,Gascoyne,3,2020-05-05,6
HSG-01499,Jigalong,Pilbara,6,2012-07-02,3
HSG-01500,Coonana,Goldfields,6,2022-05-14,5
HSG-01501,Burringurrah,Gascoyne,1,2004-04-20,4
HSG-01502,Ardyaloon,Kimberley,4,2013-03-02,9
HSG-01503,Cheeditha,Pilbara,6,1995-08-23,3
HSG-01504,Wakathuni,Pilbara,6,1995-12-04,3
HSG-01505,Ardyaloon,Kimberley,7,2016-12-17,5
HSG-01506,Tjuntjuntjara,Goldfields,5,2023-10-24,8
HSG-01507,Carnarvon Reserve,Gascoyne,2,2004-10-05,3
HSG-01508,Yandeyarra,Pilbara,4,2017-12-14,7
HSG-01509,Burringurrah,Gascoyne,2,1998-02-18,1
HSG-01510,Yandeyarra,Pilbara,4,2022-08-11,6
HSG-01511,Carnarvon Reserve,Gascoyne,8,2010-06-15,5
HSG-01512,Burringurrah,Gascoyne,4,2012-07-25,8
HSG-01513,Tjuntjuntjara,Goldfields,1,2015-03-27,5
HSG-01514,Burringurrah,Gascoyne,5,2010-09-23,6
HSG-01515,Jigalong,Pilbara,4,2017-02-21,6
HSG-01516,Ardyaloon,Kimberley,1,2013-10-06,4
HSG-01517,Beagle Bay,Kimberley,6,2000-11-05,4
HSG-01518,Bidyadanga,Kimberley,5,2014-08-19,6
HSG-01519,Yandeyarra,Pilbara,4,2019-06-12,6
HSG-01520,Tjuntjuntjara,Goldfields,3,2023-12-24,5
HSG-01521,Wongatha Wonganarra,Goldfields,6,2016-05-28,6
HSG-01522,Bidyadanga,Kimberley,4,2015-11-11,6
HSG-01523,Carnarvon Reserve,Gascoyne,7,2009-02-23,2
HSG-01524,Tjuntjuntjara,Goldfields,8,2010-10-03,5
HSG-01525,Beagle Bay,Kimberley,6,2011-03-15,8
HSG-01526,Yulga Jinna,Mid West,2,2003-10-11,4
HSG-01527,Yulga Jinna,Mid West,4,2012-09-08,4
HSG-01528,Wongatha Wonganarra,Goldfields,9,2003-08-24,4
HSG-01529,Carnarvon Reserve,Gascoyne,4,2019-08-09,6
HSG-01530,Tjuntjuntjara,Goldfields,2,2024-03-14,5
HSG-01531,Coonana,Goldfields,6,2015-11-21,5
HSG-01532,Carnarvon Reserve,Gascoyne,5,2014-02-26,5
HSG-01533,Carnarvon Reserve,Gascoyne,2,2016-06-04,6
HSG-01534,Wongatha Wonganarra,Goldfields,9,2025-01-10,6
HSG-01535,Mungullah,Mid West,5,2011-02-01,7
HSG-01536,Tjuntjuntjara,Goldfields,2,2017-02-10,9
HSG-01537,Burringurrah,Gascoyne,5,2021-04-03,8
HSG-01538,Coonana,Goldfields,3,2020-04-13,9
HSG-01539,Yulga Jinna,Mid West,7,2025-09-24,6
HSG-01540,Carnarvon Reserve,Gascoyne,6,2019-12-08,5
HSG-01541,Yulga Jinna,Mid West,8,2016-12-15,6
HSG-01542,Yandeyarra,Pilbara,1,1997-06-24,3
HSG-01543,Jigalong,Pilbara,5,2024-10-06,6
HSG-01544,Yulga Jinna,Mid West,5,2023-05-28,8
HSG-01545,Coonana,Goldfields,1,2023-12-11,6
HSG-01546,Mungullah,Mid West,1,2022-09-06,7
HSG-01547,Coonana,Goldfields,5,2016-07-08,6
HSG-01548,Cheeditha,Pilbara,3,2020-02-22,8
HSG-01549,Tjuntjuntjara,Goldfields,7,2015-10-19,7
HSG-01550,Bidyadanga,Kimberley,5,2022-03-11,7
HSG-01551,Coonana,Goldfields,3,2025-07-15,7
HSG-01552,Carnarvon Reserve,Gascoyne,9,2019-08-27,7
HSG-01553,Wongatha Wonganarra,Goldfields,3,2016-01-14,6
HSG-01554,Cheeditha,Pilbara,2,2019-03-05,7
HSG-01555,Bidyadanga,Kimberley,6,2003-09-01,2
HSG-01556,Mungullah,Mid West,2,2022-05-16,5
HSG-01557,Yulga Jinna,Mid West,4,2013-04-08,3
HSG-01558,Mungullah,Mid West,6,2023-10-24,6
HSG-01559,Mungullah,Mid West,5,1995-07-19,4
HSG-01560,Yulga Jinna,Mid West,7,2014-12-24,8
HSG-01561,Coonana,Goldfields,4,1997-04-26,4
HSG-01562,Yulga Jinna,Mid West,6,2022-04-13,5
HSG-01563,Mungullah,Mid West,5,2011-12-26,7
HSG-01564,Pia Wadjari,Mid West,1,2019-02-06,8
HSG-01565,Cheeditha,Pilbara,5,2014-11-13,5
HSG-01566,Cheeditha,Pilbara,5,2015-10-12,5
HSG-01567,Mungullah,Mid West,1,2023-09-29,8
HSG-01568,Bidyadanga,Kimberley,5,2010-10-09,6
HSG-01569,Cheeditha,Pilbara,7,2002-07-30,4
HSG-01570,Carnarvon Reserve,Gascoyne,6,2022-11-04,5
HSG-01571,Bidyadanga,Kimberley,7,1996-07-08,2
HSG-01572,Bidyadanga,Kimberley,5,1996-10-12,4
HSG-01573,Yulga Jinna,Mid West,6,2013-01-30,6
HSG-01574,Carnarvon Reserve,Gascoyne,3,1997-03-16,4
HSG-01575,Pia Wadjari,Mid West,5,2011-12-10,4
HSG-01576,Wakathuni,Pilbara,7,2012-08-15,5
HSG-01577,Wongatha Wonganarra,Goldfields,1,2019-03-04,5
HSG-01578,Kalumburu,Kimberley,3,1999-04-08,3
HSG-01579,Burringurrah,Gascoyne,2,2015-08-21,6
HSG-01580,Warmun,Kimberley,8,2020-12-24,6
HSG-01581,Mungullah,Mid West,4,2022-06-14,6
HSG-01582,Burringurrah,Gascoyne,4,2003-09-24,4
HSG-01583,Ardyaloon,Kimberley,2,2008-03-23,2
HSG-01584,Carnarvon Reserve,Gascoyne,4,2021-06-26,6
HSG-01585,Wakathuni,Pilbara,5,2016-11-13,5
HSG-01586,Burringurrah,Gascoyne,3,2020-02-15,7
HSG-01587,Tjuntjuntjara,Goldfields,2,2016-10-21,7
HSG-01588,Coonana,Goldfields,3,1996-06-01,4
HSG-01589,Burringurrah,Gascoyne,2,2021-12-31,5
HSG-01590,Bidyadanga,Kimberley,7,2025-05-29,6
HSG-01591,Burringurrah,Gascoyne,7,2023-01-06,6
HSG-01592,Beagle Bay,Kimberley,3,2012-06-07,5
HSG-01593,Burringurrah,Gascoyne,3,2015-06-02,8
HSG-01594,Pia Wadjari,Mid West,2,2013-10-22,7
HSG-01595,Carnarvon Reserve,Gascoyne,7,2020-09-29,9
HSG-01596,Jigalong,Pilbara,4,2013-11-29,7
HSG-01597,Mungullah,Mid West,10,2004-06-25,4
HSG-01598,Jigalong,Pilbara,2,2014-04-26,2
HSG-01599,Beagle Bay,Kimberley,7,1998-07-04,2
HSG-01600,Mungullah,Mid West,4,2024-03-20,6
HSG-01601,Pia Wadjari,Mid West,5,2012-07-17,6
HSG-01602,Wakathuni,Pilbara,5,2012-08-23,8
HSG-01603,Pia Wadjari,Mid West,3,2003-02-09,4
HSG-01604,Wakathuni,Pilbara,3,2025-08-07,7
HSG-01605,Yulga Jinna,Mid West,7,2018-06-01,6
HSG-01606,Burringurrah,Gascoyne,8,2000-08-29,3
HSG-01607,Burringurrah,Gascoyne,9,2025-05-10,8
HSG-01608,Burringurrah,Gascoyne,7,2015-04-05,9
HSG-01609,Burringurrah,Gascoyne,1,2024-03-18,5
HSG-01610,Burringurrah,Gascoyne,3,2011-09-11,7
HSG-01611,Kalumburu,Kimberley,3,2024-01-25,7
HSG-01612,Yulga Jinna,Mid West,8,2023-06-14,7
HSG-01613,Burringurrah,Gascoyne,6,2012-12-08,4
HSG-01614,Carnarvon Reserve,Gascoyne,3,2010-10-13,8
HSG-01615,Burringurrah,Gascoyne,7,2015-10-29,5
HSG-01616,Tjuntjuntjara,Goldfields,4,2005-03-10,2
HSG-01617,Kalumburu,Kimberley,3,2016-08-16,9
HSG-01618,Coonana,Goldfields,2,2010-08-10,6
HSG-01619,Yandeyarra,Pilbara,7,2004-07-19,3
HSG-01620,Bidyadanga,Kimberley,5,2011-04-21,7
HSG-01621,Yandeyarra,Pilbara,5,2018-01-22,10
HSG-01622,Cheeditha,Pilbara,1,2018-01-20,7
HSG-01623,Ardyaloon,Kimberley,5,2020-08-01,7
HSG-01624,Wakathuni,Pilbara,6,2003-03-07,4
HSG-01625,Wongatha Wonganarra,Goldfields,6,2006-09-28,2
HSG-01626,Yandeyarra,Pilbara,6,2016-04-18,6
HSG-01627,Jigalong,Pilbara,6,2010-11-03,7
HSG-01628,Mungullah,Mid West,6,2011-07-11,6
HSG-01629,Jigalong,Pilbara,3,1995-12-12,4
HSG-01630,Bidyadanga,Kimberley,8,2023-05-04,8
HSG-01631,Wakathuni,Pilbara,4,2013-10-01,6
HSG-01632,Tjuntjuntjara,Goldfields,3,2018-11-18,8
HSG-01633,Pia Wadjari,Mid West,6,2018-03-18,9
HSG-01634,Burringurrah,Gascoyne,3,2026-01-02,5
HSG-01635,Pia Wadjari,Mid West,6,2015-09-03,7
HSG-01636,Ardyaloon,Kimberley,5,1996-07-14,4
HSG-01637,Tjuntjuntjara,Goldfields,7,2017-12-11,7
HSG-01638,Tjuntjuntjara,Goldfields,3,2023-01-20,8
HSG-01639,Burringurrah,Gascoyne,8,2011-06-22,6
HSG-01640,Jigalong,Pilbara,5,2015-06-20,6
HSG-01641,Cheeditha,Pilbara,3,2025-06-19,6
HSG-01642,Ardyaloon,Kimberley,1,2025-10-31,7
HSG-01643,Kalumburu,Kimberley,2,2022-06-14,8
HSG-01644,Pia Wadjari,Mid West,4,2019-01-06,5
HSG-01645,Coonana,Goldfields,4,2025-05-17,5
HSG-01646,Carnarvon Reserve,Gascoyne,8,2012-08-01,1
HSG-01647,Yandeyarra,Pilbara,8,2023-04-16,6
HSG-01648,Carnarvon Reserve,Gascoyne,2,2001-07-03,4
HSG-01649,Carnarvon Reserve,Gascoyne,9,2010-06-11,4
HSG-01650,Cheeditha,Pilbara,2,2016-10-04,8
HSG-01651,Warmun,Kimberley,6,2005-10-28,4
HSG-01652,Tjuntjuntjara,Goldfields,5,2009-04-26,4
HSG-01653,Coonana,Goldfields,7,2013-11-15,7
HSG-01654,Coonana,Goldfields,6,2018-01-16,6
HSG-01655,Wakathuni,Pilbara,9,2023-09-21,5
HSG-01656,Wakathuni,Pilbara,2,2020-07-04,6
HSG-01657,Mungullah,Mid West,10,2009-08-30,4
HSG-01658,Mungullah,Mid West,4,2022-10-16,6
HSG-01659,Coonana,Goldfields,5,2013-04-25,4
HSG-01660,Kalumburu,Kimberley,7,2017-10-15,10
HSG-01661,Warmun,Kimberley,5,2009-07-03,4
HSG-01662,Ardyaloon,Kimberley,2,2014-01-16,6
HSG-01663,Cheeditha,Pilbara,7,2013-08-11,6
HSG-01664,Kalumburu,Kimberley,5,1998-10-04,4
HSG-01665,Pia Wadjari,Mid West,3,2023-08-27,7
HSG-01666,Yandeyarra,Pilbara,7,2001-06-17,3
HSG-01667,Mungullah,Mid West,8,2014-12-13,7
